Vencimento;Tipo_pagamento;Valor;Pagamento;Observacao;Notas_fiscal;Sequencial;Dentista;cheque_terceiro;opcao_restante;valor_terceiros;valor_cheque;valor_pago;valor_restante;conta;numero_cheque;nao_lancar_livro_caixa;dataExclusao
7/5/2003 00:00:00;1;R$ 6,43;11/5/2006 00:00:00;mercado/ café,pão,margarina;;14;;0;6;R$ 0,00;R$ 0,00;R$ 6,43;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 12,00;12/5/2006 00:00:00;PASSAGEM DE PANFLETAGEM ;;15;;0;6;R$ 0,00;R$ 0,00;R$ 12,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,90;13/5/2006 00:00:00;1 PASSAGEM/ELAINE- REF/AO DIA12/05/06;;16;;0;6;R$ 0,00;R$ 0,00;R$ 1,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,90;13/5/2006 00:00:00;passag/ elaine referent/12/05/06/volta;;17;;0;6;R$ 0,00;R$ 0,00;R$ 1,90;R$ 0,00;-1;;0;
13/5/2006 00:00:00;1;R$ 3,80;13/5/2006 00:00:00;passag ref/ ida e volta /elaine/13/05;;18;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;15/5/2006 00:00:00;galão de água;;19;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,00;16/5/2006 00:00:00;papel ofício;;20;;0;6;R$ 0,00;R$ 0,00;R$ 1,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 240,00;16/5/2006 00:00:00;PAGAM/ PANFLET/DIA10/05/11/05/12/05/06;;21;;0;6;R$ 0,00;R$ 0,00;R$ 240,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 7,50;16/5/2006 00:00:00;PASSAGEM/ IDA E VOLTA / SÍLVIA;;22;;0;6;R$ 0,00;R$ 0,00;R$ 7,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;16/5/2006 00:00:00;PASSAG/ ELAINE - DIA 15/05/2006;;23;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
16/5/2006 00:00:00;1;R$ 3,80;16/5/2006 00:00:00;PASSAGEM/ ELAINE- DIA 16/05/2006;;24;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 17,50;17/5/2006 00:00:00;DRA JULIANA/PROD/ 01/05 a 16/05/2006;;25;;0;6;R$ 0,00;R$ 0,00;R$ 17,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 16,93;17/5/2006 00:00:00;MERCADO;;26;;0;6;R$ 0,00;R$ 0,00;R$ 16,93;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,50;17/5/2006 00:00:00;BLOCO DE RECIBOS;;27;;0;6;R$ 0,00;R$ 0,00;R$ 1,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,00;17/5/2006 00:00:00;1 PASTA TRANSPARENTE;;28;;0;6;R$ 0,00;R$ 0,00;R$ 1,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;18/5/2006 00:00:00;ELAINE/PASSAGEM/IDA E VOLTA-18/05/2006;;29;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 32,00;18/5/2006 00:00:00;PAGAM/PROD/ DRA TATIANE DESSA;;30;;0;6;R$ 0,00;R$ 0,00;R$ 32,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 9,90;18/5/2006 00:00:00;1 TOMADA P/ APARELHO PROF/16/05/06;;31;;0;6;R$ 0,00;R$ 0,00;R$ 9,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 70,00;19/5/2006 00:00:00;PROTET/ LUIZ COR/SOLID/M. CLAREAMEN/;;32;;0;6;R$ 0,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,30;19/5/2006 00:00:00;XEROX DE 2 FOLHAS / PROD/DENTISTAS;;33;;0;6;R$ 0,00;R$ 0,00;R$ 0,30;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,05;19/5/2006 00:00:00;1-  FARMACIA/ VASELINA LÍQUIDA;;34;;0;6;R$ 0,00;R$ 0,00;R$ 2,05;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,60;19/5/2006 00:00:00;2/ ENVELOPES /1 GRANDE /1 PEQUENO;;35;;0;6;R$ 0,00;R$ 0,00;R$ 0,60;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;19/5/2006 00:00:00;2/PASSAGENS-IDA/ VOLTA- DIA 19/05/2006;;36;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 7,60;19/5/2006 00:00:00;4/PASS/IDA E VOLTA/18/05/19/05/06/SHEYL;;37;;0;6;R$ 0,00;R$ 0,00;R$ 7,60;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 240,00;16/5/2006 00:00:00;PAGAMENTO/ PANFLETA/ADM;;38;;0;6;R$ 0,00;R$ 0,00;R$ 240,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;20/5/2006 00:00:00;PASSA/ELAINE/TAQUARA/20/05;;39;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 58,90;20/5/2006 00:00:00;COMPRAS/MAGAL/LIXEIRAS/P/OFICIO;;40;;0;6;R$ 0,00;R$ 0,00;R$ 58,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;20/5/2006 00:00:00;PASSAGEM/ELAINE/IDA E VOLTA /20/05/;;41;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 31,25;22/5/2006 00:00:00;MERCADO/GARR/TERMICA E OUTRAS;;42;;0;6;R$ 0,00;R$ 0,00;R$ 31,25;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;23/5/2006 00:00:00;PASSA/IDA/VOLTA/ ELAINE/23/05/06;;43;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;24/5/2006 00:00:00;SHEYLA/PASS/IDA E VOLTA/REF/23/05/;;44;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,73;24/5/2006 00:00:00;4/ PAES - MERCADO;;45;;0;6;R$ 0,00;R$ 0,00;R$ 0,73;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;24/5/2006 00:00:00;GALAO DE AGUA/P/ CLINICA;;46;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;24/5/2006 00:00:00;PASS/ELAINE/ IDA E VOLTA-REF-24/05;;47;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;24/5/2006 00:00:00;SHEYLA /PASS/REFEREN/24/05;;48;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 130,00;25/5/2006 00:00:00;BORRACHA/ALTOCLAVE/PAG-25/05/06;;49;;0;6;R$ 0,00;R$ 0,00;R$ 130,00;R$ 0,00;-1;;0;25/5/2006 15:44:54
7/5/2003 00:00:00;1;R$ 0,15;25/5/2006 00:00:00;XEROX DA NOTA/FISCAL/ALTOCLAVE;;50;;0;6;R$ 0,00;R$ 0,00;R$ 0,15;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 130,00;25/5/2006 00:00:00;PAG/DA BORRACHA/ALTO/CLAVE/25/05 ;;51;;0;6;R$ 0,00;R$ 0,00;R$ 130,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;25/5/2006 00:00:00;ELAINE/PASSG/ IDA E VOLT/ REF/25/05/;;52;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;25/5/2006 00:00:00;SHEYLA/PASSG/IDA E VOLTA/REF/25/05/;;53;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;26/5/2006 00:00:00;PASSAGEM/ ELAINE/IDA/VOLTA26/05;;54;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;27/5/2006 00:00:00;ELAINE/PASS/IDA /VOLTA/REF27/05;;55;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;27/5/2006 00:00:00;ELAINE/ PASSA/IDA/VOLTA/29/05;;56;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;17/5/2006 00:00:00;passag/ elaine/referent/17/05/06;;57;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 4,00;19/5/2006 00:00:00;pagamento/ protet/luiz;;58;;0;6;R$ 0,00;R$ 0,00;R$ 4,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,91;29/5/2006 00:00:00;MERCADO;;59;;0;6;R$ 0,00;R$ 0,00;R$ 5,91;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;30/5/2006 00:00:00;ELAINE/PASSAGEM/IDA/VOLTA;;60;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 9,24;30/5/2006 00:00:00;MERCADO/DESINF/SAPON/INOX ALUM;;61;;0;6;R$ 0,00;R$ 0,00;R$ 9,24;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;22/5/2006 00:00:00;PASSAG/ELAINE/IDA/VOLTA;;62;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;22/5/2006 00:00:00;PASSAGE/SHEYLA/IDA/VOLTA;;63;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,90;31/5/2006 00:00:00;PASSAG/ SHEYLA/ REF 30/05/;;64;;0;6;R$ 0,00;R$ 0,00;R$ 1,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,70;31/5/2006 00:00:00;PAGAMENTO/XEROX/ENVELOPE;;65;;0;6;R$ 0,00;R$ 0,00;R$ 0,70;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 24,00;31/5/2006 00:00:00;PAGAMENTO/MOLDEIRA;;66;;0;6;R$ 0,00;R$ 0,00;R$ 24,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,20;31/5/2006 00:00:00;PAPELARIA/1 PASTA;;67;;0;6;R$ 0,00;R$ 0,00;R$ 2,20;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;1/6/2006 00:00:00;PASSAG/ ELAINE/IDA E VOLTA/REF31/05;;68;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;1/6/2006 00:00:00;SHEYLA/ PASSA/REF/ 31/05;;69;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 123,00;1/6/2006 00:00:00;DRA BIANCA PIRES DAHER;;70;;3;6;R$ 123,00;R$ 0,00;R$ 123,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;59;R$ 13,80;1/6/2006 00:00:00;REFERENTE A 2 QUINZENA DE MAIO;;71;;0;6;R$ 0,00;R$ 0,00;R$ 13,80;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 1,90;1/6/2006 00:00:00;PAPELARIA- UM CADERNO;;72;;0;6;R$ 0,00;R$ 0,00;R$ 1,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,00;1/6/2006 00:00:00;UM PACOTE DE BISCOITO;;73;;0;6;R$ 0,00;R$ 0,00;R$ 2,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;1/6/2006 00:00:00;PASSAG/ ELAINE REF/ 01/06/06;;74;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 24,00;2/6/2006 00:00:00;PRODU/DRA TATIANE- 15/05/ e 30/05/06;;75;;0;6;R$ 0,00;R$ 0,00;R$ 24,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 12,00;2/6/2006 00:00:00;PRODU/DRA NÍVEA -15/05/ e 30/05/06;;76;;0;6;R$ 0,00;R$ 0,00;R$ 12,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;2/6/2006 00:00:00;PASSAG/ ELAINE- REF/02/06/06;;77;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;2/6/2006 00:00:00;SHEYLA/PASSAGEM - REF - 02/06/06;;78;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 0,35;2/6/2006 00:00:00;UM ENVELOPE;;79;;0;6;R$ 0,00;R$ 0,00;R$ 0,35;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 50,75;2/6/2006 00:00:00;PRODUÇAO/DRA SIMONE-02/06/06;;80;;0;6;R$ 0,00;R$ 0,00;R$ 50,75;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 60,00;1/6/2006 00:00:00;PAULO R. BARROS - REFE/PAG-31/05/06;;81;;0;6;R$ 0,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,60;3/6/2006 00:00:00;papelaria/;;82;;0;6;R$ 0,00;R$ 0,00;R$ 0,60;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;3/6/2006 00:00:00;passag/ elaine ;;83;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;5/6/2006 00:00:00;passagem/sheyla ref/ 03/05/06;;84;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 50,00;5/6/2006 00:00:00;SALARIO DA SHEYLA C/DINH/ADMINIST/;;85;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 24,50;5/6/2006 00:00:00;PAGAM/DRA JULIANA/DINH/ADMINISTRA/;;86;;0;6;R$ 0,00;R$ 0,00;R$ 24,50;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 0,30;5/6/2006 00:00:00;PAPELARIA/XEROX;;87;;0;6;R$ 0,00;R$ 0,00;R$ 0,30;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,75;6/6/2006 00:00:00;PAGAMENTO/ PAPELARIA;;88;;0;6;R$ 0,00;R$ 0,00;R$ 0,75;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,00;6/6/2006 00:00:00;PAGAMENTO/FAX dinheiro/ADM;;89;;0;6;R$ 0,00;R$ 0,00;R$ 3,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 10,00;7/6/2006 00:00:00;PAGAMENTO/C DINHEIRO ADM;;90;;0;6;R$ 0,00;R$ 0,00;R$ 10,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 60,00;7/6/2006 00:00:00;CHEQUE /60,00 GABRIEL CHABA/01/06/06;;91;;0;6;R$ 0,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;21/6/2006 14:17:37
7/5/2003 00:00:00;1;R$ 3,15;8/6/2006 00:00:00;SHEYLA/PASSAG/DINHEI/ADM;;92;;0;6;R$ 0,00;R$ 0,00;R$ 3,15;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 5,00;8/6/2006 00:00:00;GALAO DE AGUA- 20 L /DINHE/ADM;;93;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;9/6/2006 00:00:00;PASSAG/ELAINE;;94;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;9/6/2006 00:00:00;PASSAG/ELAIN/REFEREN/08/06/06;;95;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;10/6/2006 00:00:00;ELAINE/ PASSAG- REF -10/06/2006;;96;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;10/6/2006 00:00:00;PASSSAGEM/ELAINE REFEREN/12/06/06;;97;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 14,00;12/6/2006 00:00:00;PAGAMENTO/NUCLEO;;98;;0;6;R$ 0,00;R$ 0,00;R$ 14,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 6,33;12/6/2006 00:00:00;mercado/café/pão/margarina/guardanapo;;99;;0;6;R$ 0,00;R$ 0,00;R$ 6,33;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;12/6/2006 00:00:00;elaine/passagem/ref/13/06/2006;;100;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;12/6/2006 00:00:00;sheyla/passagem/referente/13/06/2006;;101;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 273,77;14/6/2006 00:00:00;CONTA DE TELEFONE;;102;;0;6;R$ 0,00;R$ 0,00;R$ 273,77;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 53,20;16/6/2006 00:00:00;DR SIMONE/PAGAT/PROD//01/06 a 16/06/06;;103;;0;6;R$ 0,00;R$ 0,00;R$ 53,20;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 68,60;17/6/2006 00:00:00;DR DILSON/PAGAMENT/PRODUÇAO;;104;;0;6;R$ 0,00;R$ 0,00;R$ 68,60;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;17/6/2006 00:00:00;ELAINE/PASSAGENS REFERENT/16/06/06;;105;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;17/6/2006 00:00:00;SHEYLA/PASSAGENS/REFERENT/16/06/06;;106;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;17/6/2006 00:00:00;PASSAGENS/ELAINE/REFET/17/06/06;;107;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;17/6/2006 00:00:00;SHEYLA/PASSAGENS/REFERENT/17/06/06;;108;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 151,20;19/6/2006 00:00:00;DR  TATIANA/PRODUÇAO/PAGAMENTO;;109;;0;6;R$ 0,00;R$ 0,00;R$ 151,20;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 162,69;19/6/2006 00:00:00;CONTA DE LUZ;;110;;0;6;R$ 0,00;R$ 0,00;R$ 162,69;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,50;19/6/2006 00:00:00;PAPELARIA / 1 BLOCO DE RECIBO;;111;;0;6;R$ 0,00;R$ 0,00;R$ 1,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 12,61;19/6/2006 00:00:00;MERCADO/PAGAMENTO;;112;;0;6;R$ 0,00;R$ 0,00;R$ 12,61;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;19/6/2006 00:00:00;PASSAGENS/ELAINE;;113;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 14,20;20/6/2006 00:00:00;DR BIANCA PIRES/PAGAMT/PRODUÇAO;;114;;0;6;R$ 0,00;R$ 0,00;R$ 14,20;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;20/6/2006 00:00:00;SHEYLA/PASSAGEMREFERENT/19/06/2006;;115;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;20/6/2006 00:00:00;ELAINE/PASSAGENS/REF/20/06;;116;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;20/6/2006 00:00:00;SHEYLA/PASSAGENS/REFET/20/06/06;;117;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 14,00;20/6/2006 00:00:00;PAGAMENTO/NUCLEOMETALICO;;118;;0;6;R$ 0,00;R$ 0,00;R$ 14,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 60,00;21/6/2006 00:00:00;;;119;;2;6;R$ 60,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 7,60;20/6/2006 00:00:00;passagem sheyla 2 dias;;120;;0;6;R$ 0,00;R$ 0,00;R$ 7,60;R$ 0,00;-1;;0;21/6/2006 15:36:20
21/6/2006 00:00:00;1;R$ 1,13;27/6/2006 00:00:00;pao;;121;;0;6;R$ 0,00;R$ 0,00;R$ 1,13;R$ 0,00;-1;;0;
21/6/2006 00:00:00;1;R$ 0,15;20/6/2006 00:00:00;copia;;122;;0;6;R$ 0,00;R$ 0,00;R$ 0,15;R$ 0,00;-1;;0;21/6/2006 15:39:23
7/5/2003 00:00:00;57;R$ 70,00;21/6/2006 00:00:00;;;123;;2;6;R$ 70,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;22/6/2006 00:00:00;PASSAGEM/SHEYLA;;124;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,80;22/6/2006 00:00:00;COSTUREIRA/SÍLVIA;;125;;0;6;R$ 0,00;R$ 0,00;R$ 0,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,13;23/6/2006 00:00:00;mercado;;126;;0;6;R$ 0,00;R$ 0,00;R$ 1,13;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,15;23/6/2006 00:00:00;papelaria;;127;;0;6;R$ 0,00;R$ 0,00;R$ 0,15;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 210,00;23/6/2006 00:00:00;pagamento/extintores;;128;;0;6;R$ 0,00;R$ 0,00;R$ 210,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 80,00;23/6/2006 00:00:00;pagamento/eletricista-harley;;129;;0;6;R$ 0,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,82;23/6/2006 00:00:00;MERCADO;;130;;0;6;R$ 0,00;R$ 0,00;R$ 2,82;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;24/6/2006 00:00:00;elaine/passagem;;131;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;57;R$ 50,00;26/6/2006 00:00:00;casquete/para coroa metaloceramica;;132;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;0;
